	-2.345241, 6.267800, 10.586426;	-0.657862, -0.438625, 0.612230;	 0.205842, 0.621202
	-2.345241, 6.267800, 10.586426;	-0.657862, -0.438625, 0.612230;	 0.286522, 0.952050
	-2.345013, 6.340363, 8.034619;	-0.795731, 0.587374, -0.147661;	 0.179816, 0.700303
	-2.345013, 6.340363, 8.034619;	-0.795731, 0.587374, -0.147661;	 0.040186, 0.926132
	-2.345013, 6.340363, 8.034619;	-0.795731, 0.587374, -0.147661;	 0.352839, 0.621230
	-2.309156, 6.204845, 7.964529;	-0.380793, -0.373315, -0.845951;	 0.183854, 0.683309
	-2.309156, 6.204845, 7.964529;	-0.380793, -0.373315, -0.845951;	 0.036126, 0.910936
	-2.309156, 6.204845, 7.964529;	-0.380793, -0.373315, -0.845951;	 0.198555, 0.680555
	0.035354, 8.705869, 8.034619;	-0.334367, 0.825236, -0.455174;	 0.233500, 0.924814
	0.035354, 8.705869, 8.034619;	-0.334367, 0.825236, -0.455174;	 0.352839, 0.954472
	0.242329, 8.689847, 8.250940;	0.603627, 0.522755, 0.601965;	 0.330890, 0.747438
	0.242329, 8.689847, 8.250940;	0.603627, 0.522755, 0.601965;	 0.278521, 0.923411
	0.261109, 8.619757, -6.957036;	0.757907, 0.117247, -0.641740;	 0.032818, 0.738648
	0.261109, 8.619757, -6.957036;	0.757907, 0.117247, -0.641740;	 0.000000, 1.000000
	0.206502, 8.533646, 8.034619;	0.795006, 0.114989, -0.595603;	 0.233456, 0.894367
	0.206502, 8.533646, 8.034619;	0.795006, 0.114989, -0.595603;	 0.352839, 0.975933
	0.206502, 8.533646, 8.034619;	0.795006, 0.114989, -0.595603;	 0.012434, 0.975933
	-2.173866, 6.168140, 8.034619;	0.397086, -0.901753, -0.170772;	 0.040142, 0.895685
	-2.173866, 6.168140, 8.034619;	0.397086, -0.901753, -0.170772;	 0.202593, 0.697521
	-2.173866, 6.168140, 8.034619;	0.397086, -0.901753, -0.170772;	 0.012434, 0.627183
	-2.110911, 6.204225, 10.586426;	0.543389, -0.742210, 0.392239;	 0.333629, 0.705415
	-2.110911, 6.204225, 10.586426;	0.543389, -0.742210, 0.392239;	 0.317029, 0.970068
	-2.110911, 6.204225, 10.586426;	0.543389, -0.742210, 0.392239;	 0.159431, 0.631708
~Stream // 122,301,660

Index i_Studna
	0, 3, 6
	9, 12, 15
	15, 18, 9
	21, 24, 27
	27, 29, 21
	31, 33, 36
	38, 41, 44
	44, 46, 38
	48, 50, 52
	52, 53, 48
	55, 33, 31
	42, 39, 13
	13, 10, 42
	58, 60, 4
	4, 62, 58
	65, 58, 67
	67, 70, 65
	31, 36, 73
	75, 1, 7
	7, 77, 75
	71, 68, 53
	53, 52, 71
	79, 34, 46
	46, 44, 79
	19, 16, 81
	83, 77, 7
	30, 37, 35
	35, 22, 30
	50, 48, 25
	25, 23, 50
	20, 8, 5
	5, 11, 20
	58, 65, 60
	81, 16, 73
	73, 36, 81
	78, 32, 74
	74, 76, 78
	52, 50, 71
	47, 49, 54
	54, 40, 47
	59, 14, 40
	40, 69, 59
	51, 80, 45
	45, 72, 51
	17, 2, 76
	76, 74, 17
	14, 63, 2
	2, 17, 14
	26, 56, 32
	32, 28, 26
	77, 83, 27
	8, 20, 82
	82, 84, 8
	37, 30, 84
	84, 82, 37
	80, 51, 22
	22, 35, 80
	14, 59, 63
	66, 43, 11
	11, 61, 66
	72, 45, 43
	43, 66, 72
	32, 78, 28
	64, 3, 0
	27, 83, 29
	11, 5, 61
	40, 54, 69
	49, 47, 56
	56, 26, 49
	34, 57, 46
	85, 89, 90
	93, 96, 99
	99, 102, 93
	102, 103, 93
	105, 108, 110
	110, 86, 105
	97, 114, 100
	104, 91, 116
	116, 94, 104
	118, 100, 114
	85, 111, 120
	92, 121, 123
	106, 123, 121
	117, 89, 115
	115, 98, 95
	117, 115, 95
	112, 125, 102
	102, 127, 112
	128, 119, 111
	125, 106, 121
	126, 113, 109
	109, 107, 126
	89, 119, 115
	85, 120, 89
	90, 89, 117
	106, 87, 123
	88, 91, 124
	103, 102, 121
	91, 104, 122
	125, 121, 102
	119, 128, 101
	127, 102, 99
	120, 111, 119
	119, 89, 120
	129, 131, 133
	136, 138, 141
	144, 139, 145
	145, 147, 144
	130, 134, 148
	131, 129, 149
	149, 152, 131
	142, 156, 130
	130, 137, 142
	158, 161, 164
	140, 137, 146
	168, 171, 145
	173, 169, 148
	148, 134, 173
	171, 174, 147
	147, 145, 171
	153, 150, 159
	159, 165, 153
	169, 146, 137
	156, 142, 166
	166, 162, 156
	149, 157, 163
	163, 160, 149
	175, 172, 170
	141, 154, 167
	132, 144, 147
	147, 135, 132
	135, 147, 174
	139, 144, 155
	155, 143, 139
	137, 130, 148
	148, 169, 137
	156, 151, 130
	144, 132, 155
	176, 180, 181
	183, 186, 189
	191, 194, 197
	189, 191, 197
	183, 189, 197
	199, 201, 202
	202, 204, 199
	207, 187, 208
	208, 211, 207
	180, 176, 202
	212, 209, 205
	177, 212, 205
	203, 177, 205
	213, 178, 214
	214, 216, 213
	201, 184, 198
	200, 206, 188
	187, 216, 190
	192, 190, 216
	216, 214, 192
	200, 188, 185
	201, 199, 184
	215, 179, 182
	215, 182, 195
	195, 193, 215
	180, 201, 198
	198, 196, 181
	181, 180, 198
	206, 210, 188
	201, 180, 202
	187, 207, 216
	207, 213, 216
	211, 178, 213
	213, 207, 211
	217, 220, 223
	223, 226, 217
	229, 232, 235
	235, 238, 229
	239, 236, 224
	224, 221, 239
	230, 240, 222
	222, 218, 230
	233, 231, 219
	219, 227, 233
	237, 234, 228
	228, 225, 237
	241, 244, 247
	247, 250, 241
	253, 256, 258
	261, 263, 265
	265, 268, 261
	269, 271, 274
	274, 262, 269
	276, 280, 283
	286, 284, 281
	288, 290, 254
	254, 259, 288
	292, 295, 284
	284, 286, 292
	277, 285, 296
	296, 298, 277
	263, 261, 282
	282, 278, 263
	279, 299, 266
	266, 264, 279
	257, 242, 251
	257, 251, 289
	257, 289, 260
	256, 253, 245
	245, 243, 256
	275, 272, 293
	293, 287, 275
	287, 282, 261
	261, 275, 287
	291, 248, 246
	246, 255, 291
	273, 270, 297
	297, 294, 273
	290, 288, 252
	252, 249, 290
	270, 267, 300
	300, 297, 270
~Index

Model studna
 streams s_Studna
 indices i_Studna
 materials m_Studna
~Model
 
