	-16.859169, 21.209227, 39.667759;	-0.666667, 0.666667, 0.333333;	 0.942635, 0.973929
	-16.859169, 21.209227, 39.667759;	-0.666667, 0.666667, 0.333333;	 0.952668, 0.985475
	-14.440960, 22.358782, 39.667759;	0.666667, 0.666667, 0.333333;	 0.952666, 0.955294
	-14.440960, 22.358782, 36.740105;	0.408248, 0.408248, -0.816497;	 0.970625, 0.955296
	-16.859169, 22.358782, 36.740105;	-0.666667, 0.666667, -0.333333;	 0.970625, 0.973930
	-16.859169, 22.358782, 39.667759;	-0.408248, 0.408248, 0.816497;	 0.952666, 0.973930
	-14.440960, 21.209227, 36.740105;	0.436436, 0.872872, -0.218218;	 0.979769, 0.955342
	-14.440960, 21.209227, 36.740105;	0.436436, 0.872872, -0.218218;	 0.970620, 0.942578
	-14.440960, 21.209227, 36.740105;	0.436436, 0.872872, -0.218218;	 0.842985, 0.810607
	-1.543283, 21.209227, 39.667759;	0.333333, 0.666667, 0.666667;	 0.856888, 0.885797
	-1.543283, 21.209227, 39.667759;	0.333333, 0.666667, 0.666667;	 0.904392, 0.941134
	-1.543283, 21.209227, 39.667759;	0.333333, 0.666667, 0.666667;	 0.894798, 0.955166
	-3.961495, 21.209227, 39.667759;	-0.534522, 0.801784, 0.267261;	 0.856888, 0.871699
	-3.961495, 21.209227, 39.667759;	-0.534522, 0.801784, 0.267261;	 0.894798, 0.973637
	-3.961495, 21.209227, 39.667759;	-0.534522, 0.801784, 0.267261;	 0.904396, 0.989243
	-1.543283, 21.209227, 36.740105;	0.534522, 0.801784, -0.267261;	 0.842985, 0.885797
	-1.543283, 21.209227, 36.740105;	0.534522, 0.801784, -0.267261;	 0.934492, 0.955163
	-1.543283, 21.209227, 36.740105;	0.534522, 0.801784, -0.267261;	 0.922767, 0.941134
	-3.961495, 21.209227, 36.740105;	-0.218218, 0.872872, -0.436436;	 0.842985, 0.871699
	-3.961495, 21.209227, 36.740105;	-0.218218, 0.872872, -0.436436;	 0.934492, 0.973634
	-3.961495, 21.209227, 36.740105;	-0.218218, 0.872872, -0.436436;	 0.922769, 0.989243
	-1.543283, 22.358782, 39.667759;	0.666667, 0.666667, 0.333333;	 0.904384, 0.955154
	-1.543283, 22.358782, 36.740105;	0.408248, 0.408248, -0.816497;	 0.922775, 0.955153
	-3.961495, 22.358782, 36.740105;	-0.666667, 0.666667, -0.333333;	 0.922775, 0.973660
	-3.961495, 22.358782, 39.667759;	-0.408248, 0.408248, 0.816497;	 0.904386, 0.973660
	-41.272907, 25.550398, 18.903124;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 25.550398, 18.903124;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 25.550398, 6.127924;	-0.401752, 0.382476, -0.832050;	 0.000000, 1.000000
	-41.272907, 25.550398, 6.127924;	-0.401752, 0.382476, -0.832050;	 0.123281, 0.110926
	-41.272907, 25.550398, 6.127924;	-0.401752, 0.382476, -0.832050;	 0.216602, 0.015130
	-41.272907, 25.550398, 6.127924;	-1.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 25.550398, 6.127924;	-1.000000, 0.000000, 0.000000;	 0.217641, 0.420403
	-24.239307, 25.550398, 18.903124;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-24.239307, 25.550398, 18.903124;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-24.239307, 25.550398, 6.127924;	1.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-24.239307, 25.550398, 6.127924;	1.000000, 0.000000, 0.000000;	 0.176198, 0.418575
	-24.239307, 25.550398, 6.127924;	0.323903, 0.308362, -0.894427;	 0.000000, 1.000000
	-24.239307, 25.550398, 6.127924;	0.323903, 0.308362, -0.894427;	 0.123281, 0.222690
	-24.239307, 25.550398, 6.127924;	0.323903, 0.308362, -0.894427;	 0.175197, 0.013632
	-41.272907, 25.550398, 31.678324;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 25.550398, 31.678324;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-24.239307, 25.550398, 31.678324;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-24.239307, 25.550398, 31.678324;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 25.550398, 44.453522;	-1.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 25.550398, 44.453522;	-1.000000, 0.000000, 0.000000;	 0.377185, 0.420403
	-41.272907, 25.550398, 44.453522;	-0.323903, 0.308362, 0.894427;	 0.000000, 1.000000
	-41.272907, 25.550398, 44.453522;	-0.323903, 0.308362, 0.894427;	 0.325685, 0.229133
	-41.272907, 25.550398, 44.453522;	-0.323903, 0.308362, 0.894427;	 0.376146, 0.015130
	-24.239307, 25.550398, 44.453522;	0.595663, 0.335482, 0.729820;	 0.000000, 1.000000
	-24.239307, 25.550398, 44.453522;	0.595663, 0.335482, 0.729820;	 0.325685, 0.117368
	-24.239307, 25.550398, 44.453522;	0.595663, 0.335482, 0.729820;	 0.016654, 0.418575
	-24.239307, 25.550398, 44.453522;	0.595663, 0.335482, 0.729820;	 0.015653, 0.013632
	-24.239307, 25.550398, 44.453522;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	-41.272907, 0.000000, 6.127924;	-0.894427, 0.000000, -0.447214;	 0.217641, 0.252756
	-41.272907, 0.000000, 6.127924;	-0.894427, 0.000000, -0.447214;	 0.016918, 0.110926
	-41.272907, 0.000000, 44.453522;	-0.447214, 0.000000, 0.894427;	 0.377185, 0.252756
	-41.272907, 0.000000, 44.453522;	-0.447214, 0.000000, 0.894427;	 0.219323, 0.229133
	-32.756107, 34.496429, 44.453522;	-0.300646, 0.858663, 0.415103;	 0.362926, 0.173250
	-32.756107, 34.496429, 44.453522;	-0.300646, 0.858663, 0.415103;	 0.376146, 0.096175
	-32.756107, 34.496429, 44.453522;	-0.300646, 0.858663, 0.415103;	 0.015653, 0.094677
	-24.239307, 0.000000, 44.453522;	0.894427, 0.000000, 0.447214;	 0.219323, 0.117368
	-24.239307, 0.000000, 44.453522;	0.894427, 0.000000, 0.447214;	 0.016654, 0.250929
	-24.239307, 0.000000, 6.127924;	0.447214, 0.000000, -0.894427;	 0.176198, 0.250929
	-24.239307, 0.000000, 6.127924;	0.447214, 0.000000, -0.894427;	 0.016918, 0.222690
	-32.756107, 34.496429, 6.127924;	0.300646, 0.858663, -0.415103;	 0.160522, 0.166808
	-32.756107, 34.496429, 6.127924;	0.300646, 0.858663, -0.415103;	 0.216602, 0.096175
	-32.756107, 34.496429, 6.127924;	0.300646, 0.858663, -0.415103;	 0.175197, 0.094677
	-3.079690, 1.581457, -14.980513;	0.218929, 0.965816, 0.138811;	 0.079916, 0.933412
	-3.079690, 1.581457, -44.789310;	0.138847, 0.925591, -0.352141;	 0.079916, 0.789775
	-45.663681, 1.581457, -44.789310;	-0.218929, 0.965817, -0.138811;	 0.307464, 0.789775
	-45.663681, 1.581457, -14.980513;	-0.138847, 0.925591, 0.352141;	 0.307464, 0.933412
	39.305344, 40.027218, -10.876781;	0.000000, 0.000000, -1.000000;	 0.013383, 0.504427
	39.305344, 34.065460, -10.876781;	0.000000, 0.000000, -1.000000;	 0.013383, 0.454975
	5.238148, 34.065460, -10.876781;	0.000000, 0.000000, -1.000000;	 0.377899, 0.454975
	5.238148, 40.027218, -10.876781;	0.000000, 0.000000, -1.000000;	 0.377899, 0.504427
	39.305344, 40.027218, -10.876781;	0.000000, 0.000000, 1.000000;	 0.377482, 0.579199
	5.238148, 40.027218, -10.876781;	0.000000, 0.000000, 1.000000;	 0.012966, 0.579199
	5.238148, 34.065460, -10.876781;	0.000000, 0.000000, 1.000000;	 0.012966, 0.529748
	39.305344, 34.065460, -10.876781;	0.000000, 0.000000, 1.000000;	 0.377482, 0.529748
	39.288593, 41.030994, -10.450941;	0.235702, 0.666667, 0.707107;	 0.373052, 0.664087
	39.288593, 41.030994, -10.450941;	0.235702, 0.666667, 0.707107;	 0.374555, 0.612552
	39.288593, 41.030994, -10.450941;	0.235702, 0.666667, 0.707107;	 0.071751, 0.596169
	39.288593, 23.997396, -10.450941;	-0.288675, -0.408248, 0.866025;	 0.201998, 0.664087
	39.288593, 23.997396, -10.450941;	-0.288675, -0.408248, 0.866025;	 0.203500, 0.612552
	39.288593, 23.997396, -10.450941;	-0.288675, -0.408248, 0.866025;	 0.000000, 1.000000
	39.714436, 23.997396, -10.876781;	0.707107, -0.666667, 0.235702;	 0.201998, 0.659092
	39.714436, 23.997396, -10.876781;	0.707107, -0.666667, 0.235702;	 0.012715, 0.664087
	39.714436, 23.997396, -10.876781;	0.707107, -0.666667, 0.235702;	 0.000000, 1.000000
	39.714436, 41.030994, -10.876781;	0.866025, 0.408248, -0.288675;	 0.373052, 0.659092
	39.714436, 41.030994, -10.876781;	0.866025, 0.408248, -0.288675;	 0.183769, 0.664087
	39.714436, 41.030994, -10.876781;	0.866025, 0.408248, -0.288675;	 0.076027, 0.592637
	38.862755, 41.030994, -10.876781;	-0.866025, 0.408248, 0.288675;	 0.374555, 0.617547
	38.862755, 41.030994, -10.876781;	-0.866025, 0.408248, 0.288675;	 0.183802, 0.636249
	38.862755, 41.030994, -10.876781;	-0.866025, 0.408248, 0.288675;	 0.076027, 0.599701
	38.862755, 23.997396, -10.876781;	-0.707107, -0.666667, -0.235702;	 0.203500, 0.617547
	38.862755, 23.997396, -10.876781;	-0.707107, -0.666667, -0.235702;	 0.012748, 0.636249
	38.862755, 23.997396, -10.876781;	-0.707107, -0.666667, -0.235702;	 0.000000, 1.000000
	39.288593, 41.030994, -11.302621;	-0.235702, 0.666667, -0.707107;	 0.183802, 0.641244
	39.288593, 41.030994, -11.302621;	-0.235702, 0.666667, -0.707107;	 0.183769, 0.659092
	39.288593, 41.030994, -11.302621;	-0.235702, 0.666667, -0.707107;	 0.080304, 0.596169
	39.288593, 23.997396, -11.302621;	0.288675, -0.408248, -0.866025;	 0.012748, 0.641244
	39.288593, 23.997396, -11.302621;	0.288675, -0.408248, -0.866025;	 0.012715, 0.659092
	39.288593, 23.997396, -11.302621;	0.288675, -0.408248, -0.866025;	 0.000000, 1.000000
	5.218356, 41.030994, -10.450941;	0.235702, 0.666667, 0.707107;	 0.184352, 0.679257
	5.218356, 41.030994, -10.450941;	0.235702, 0.666667, 0.707107;	 0.373368, 0.677627
	5.218356, 41.030994, -10.450941;	0.235702, 0.666667, 0.707107;	 0.100358, 0.593813
	5.218356, 23.997396, -10.450941;	-0.288675, -0.408248, 0.866025;	 0.013298, 0.679257
	5.218356, 23.997396, -10.450941;	-0.288675, -0.408248, 0.866025;	 0.202314, 0.677627
	5.218356, 23.997396, -10.450941;	-0.288675, -0.408248, 0.866025;	 0.000000, 1.000000
	5.644196, 23.997396, -10.876781;	0.707107, -0.666667, 0.235702;	 0.013298, 0.679257
	5.644196, 23.997396, -10.876781;	0.707107, -0.666667, 0.235702;	 0.014217, 0.617547
	5.644196, 23.997396, -10.876781;	0.707107, -0.666667, 0.235702;	 0.000000, 1.000000
	5.644196, 41.030994, -10.876781;	0.866025, 0.408248, -0.288675;	 0.184352, 0.679257
	5.644196, 41.030994, -10.876781;	0.866025, 0.408248, -0.288675;	 0.185271, 0.617547
	5.644196, 41.030994, -10.876781;	0.866025, 0.408248, -0.288675;	 0.104634, 0.597345
	4.792516, 41.030994, -10.876781;	-0.866025, 0.408248, 0.288675;	 0.373368, 0.681159
	4.792516, 41.030994, -10.876781;	-0.866025, 0.408248, 0.288675;	 0.374206, 0.636249
	4.792516, 41.030994, -10.876781;	-0.866025, 0.408248, 0.288675;	 0.096081, 0.597345
	4.792516, 23.997396, -10.876781;	-0.707107, -0.666667, -0.235702;	 0.202314, 0.681159
	4.792516, 23.997396, -10.876781;	-0.707107, -0.666667, -0.235702;	 0.203152, 0.636249
	4.792516, 23.997396, -10.876781;	-0.707107, -0.666667, -0.235702;	 0.000000, 1.000000
	5.218356, 41.030994, -11.302621;	-0.235702, 0.666667, -0.707107;	 0.374206, 0.641244
	5.218356, 41.030994, -11.302621;	-0.235702, 0.666667, -0.707107;	 0.185271, 0.612552
	5.218356, 41.030994, -11.302621;	-0.235702, 0.666667, -0.707107;	 0.100358, 0.600878
	5.218356, 23.997396, -11.302621;	0.288675, -0.408248, -0.866025;	 0.203152, 0.641244
	5.218356, 23.997396, -11.302621;	0.288675, -0.408248, -0.866025;	 0.014217, 0.612552
	5.218356, 23.997396, -11.302621;	0.288675, -0.408248, -0.866025;	 0.000000, 1.000000
	-48.341682, 0.000000, -13.105910;	-0.368110, 0.900011, 0.233399;	 0.321774, 0.942445
	-48.341682, 0.000000, -46.663914;	-0.184055, 0.864999, -0.466797;	 0.321774, 0.780742
	-0.401690, 0.000000, -13.105910;	0.184055, 0.864999, 0.466798;	 0.065606, 0.942445
	-0.401690, 0.000000, -46.663914;	0.368110, 0.900011, -0.233399;	 0.065606, 0.780742
~Stream // 200,409,912

Index i_Tovarna
	0, 3, 8
	9, 0, 8
	12, 9, 8
	10, 13, 16
	17, 18, 20
	22, 4, 1
	23, 26, 27
	30, 23, 27
	30, 27, 32
	23, 35, 26
	35, 37, 26
	37, 27, 26
	8, 5, 39
	41, 12, 8
	39, 41, 8
	33, 43, 31
	45, 2, 11
	47, 44, 34
	49, 24, 14
	14, 19, 49
	36, 25, 50
	50, 51, 36
	15, 42, 52
	52, 21, 15
	42, 40, 53
	53, 52, 42
	40, 6, 54
	54, 53, 40
	51, 55, 38
	38, 36, 51
	28, 38, 55
	55, 56, 28
	58, 60, 29
	29, 57, 58
	63, 61, 59
	59, 66, 63
	7, 64, 67
	67, 68, 7
	65, 46, 69
	48, 69, 46
	69, 48, 62
	65, 69, 62
	70, 73, 76
	76, 78, 70
	80, 83, 74
	74, 71, 80
	86, 88, 84
	84, 81, 86
	90, 72, 79
	79, 93, 90
	95, 80, 71
	71, 91, 95
	98, 87, 82
	82, 96, 98
	100, 102, 104
	100, 104, 92
	100, 92, 94
	105, 107, 95
	95, 91, 105
	110, 112, 99
	108, 110, 99
	97, 108, 99
	75, 114, 117
	117, 77, 75
	83, 119, 115
	115, 74, 83
	89, 122, 120
	120, 85, 89
	124, 118, 116
	124, 116, 126
	124, 126, 129
	131, 133, 136
	136, 139, 131
	141, 121, 123
	144, 141, 123
	144, 123, 146
	113, 111, 103
	103, 101, 113
	145, 147, 125
	125, 130, 145
	148, 151, 153
	153, 155, 148
	127, 115, 119
	119, 142, 127
	158, 129, 126
	126, 160, 158
	162, 145, 130
	130, 159, 162
	164, 141, 144
	144, 163, 164
	161, 128, 143
	143, 165, 161
	166, 103, 111
	111, 168, 166
	170, 104, 102
	102, 167, 170
	172, 109, 106
	106, 171, 172
	169, 110, 108
	108, 173, 169
	174, 158, 160
	160, 176, 174
	178, 162, 159
	159, 175, 178
	180, 164, 163
	163, 179, 180
	177, 161, 165
	165, 181, 177
	182, 166, 168
	168, 184, 182
	186, 170, 167
	167, 183, 186
	188, 172, 171
	171, 187, 188
	185, 169, 173
	173, 189, 185
	176, 134, 132
	132, 174, 176
	139, 178, 175
	175, 131, 139
	179, 140, 137
	137, 180, 179
	135, 177, 181
	181, 138, 135
	151, 182, 184
	184, 153, 151
	183, 152, 149
	149, 186, 183
	156, 188, 187
	187, 150, 156
	189, 157, 154
	154, 185, 189
	190, 192, 193
	193, 194, 190
	196, 199, 200
	200, 201, 196
	204, 200, 199
	199, 205, 204
	206, 209, 204
	204, 205, 206
	197, 207, 205
	205, 199, 197
	210, 202, 200
	200, 204, 210
	212, 215, 217
	208, 218, 219
	219, 211, 208
	203, 211, 219
	219, 221, 203
	223, 226, 227
	227, 228, 223
	231, 227, 226
	226, 232, 231
	233, 236, 231
	231, 232, 233
	224, 234, 232
	232, 226, 224
	237, 229, 227
	227, 231, 237
	239, 242, 198
	235, 198, 203
	203, 238, 235
	221, 230, 238
	238, 203, 221
	244, 245, 246
	246, 247, 244
	243, 240, 244
	248, 243, 244
	248, 244, 247
	213, 249, 247
	247, 246, 213
	245, 251, 216
	245, 216, 214
	246, 245, 214
	241, 252, 245
	245, 244, 241
	217, 218, 250
	250, 212, 217
	235, 225, 253
	235, 253, 239
	198, 235, 239
	217, 215, 253
	253, 225, 217
	221, 217, 225
	225, 230, 221
	254, 257, 258
	258, 259, 254
	262, 258, 257
	257, 263, 262
	264, 267, 262
	262, 263, 264
	255, 265, 263
	263, 257, 255
	268, 260, 258
	258, 262, 268
	242, 250, 256
	242, 256, 261
	198, 242, 261
	198, 261, 269
	208, 198, 269
	208, 269, 270
	218, 266, 256
	256, 250, 218
	218, 270, 269
	269, 266, 218
	191, 195, 271
	274, 220, 191
	277, 274, 191
	277, 191, 271
	280, 281, 282
	282, 283, 280
	281, 284, 275
	275, 282, 281
	280, 272, 285
	285, 281, 280
	283, 278, 273
	273, 280, 283
	282, 276, 279
	279, 283, 282
	218, 208, 270
	220, 274, 286
	286, 222, 220
	287, 290, 195
	293, 287, 195
	293, 195, 222
	296, 293, 222
	296, 222, 286
	296, 286, 271
	290, 296, 271
	195, 290, 271
	299, 300, 301
	301, 302, 299
	300, 294, 297
	297, 301, 300
	299, 288, 295
	295, 300, 299
	302, 291, 289
	289, 299, 302
	301, 298, 292
	292, 302, 301
	303, 304, 305
	305, 308, 303
	310, 311, 312
	312, 314, 310
	317, 318, 304
	304, 303, 317
	319, 320, 311
	311, 310, 319
	321, 323, 318
	318, 317, 321
	326, 330, 320
	320, 319, 326
	322, 309, 331
	331, 333, 322
	327, 335, 324
	327, 324, 334
	327, 334, 338
	313, 328, 339
	339, 340, 313
	306, 342, 315
	306, 315, 341
	306, 341, 332
	336, 343, 307
	307, 325, 336
	344, 337, 329
	329, 316, 344
	345, 346, 347
	347, 348, 345
	349, 350, 351
	351, 352, 349
	353, 354, 355
	355, 356, 353
	357, 360, 363
	363, 366, 357
	369, 372, 361
	361, 358, 369
	375, 378, 373
	373, 370, 375
	367, 364, 379
	379, 376, 367
	365, 362, 374
	374, 380, 365
	377, 371, 359
	359, 368, 377
	381, 384, 387
	387, 390, 381
	393, 396, 385
	385, 382, 393
	399, 402, 397
	397, 394, 399
	391, 388, 403
	403, 400, 391
	389, 386, 398
	398, 404, 389
	401, 395, 383
	383, 392, 401
	405, 348, 347
	347, 406, 405
	407, 345, 348
	348, 405, 407
	408, 346, 345
	345, 407, 408
	406, 347, 346
	346, 408, 406
~Index

// Mat: Standard
Material m_Tovarna
	Texture = "tovarna"
~Material

Model tovarna
 streams s_Tovarna
 indices i_Tovarna
 materials m_Tovarna
~Model


